locus	cross	chrom	peak.Mb	target	LOD	f.ctrl	f.target	dfreq	dfreq.rep1	sig	responds
JU1793xJU2466 IV:2.92	JU1793xJU2466	IV	2.918188	pos1	32.7503001743068	0.1977818853974122	0.43956953642384106	0.24178765102642885	NA	TRUE	TRUE
JU1793xJU2466 IV:3.66	JU1793xJU2466	IV	3.664837	mig6	141.892416632022	0.21525338685398895	0.7103672710367271	0.49511388418273816	NA	TRUE	TRUE
JU1793xJU2466 IV:3.66	JU1793xJU2466	IV	3.664837	pos1	39.7521303078058	0.21525338685398895	0.5311152187307455	0.31586183187675654	NA	TRUE	TRUE
JU1793xJU2466 IV:5.75	JU1793xJU2466	IV	5.754118	mig6	168.460753843912	0.2872340425531915	0.8247422680412371	0.5375082254880456	NA	TRUE	TRUE
JU1793xJU2466 IV:5.75	JU1793xJU2466	IV	5.754118	pos1	55.6385513747166	0.2872340425531915	0.5585585585585585	0.271324516005367	NA	TRUE	TRUE
JU1793xJU2466 IV:8.40	JU1793xJU2466	IV	8.404773	mig6	87.8154561738874	0.22666666666666666	0.6410256410256411	0.4143589743589744	NA	TRUE	TRUE
JU1793xJU2466 IV:8.40	JU1793xJU2466	IV	8.404773	pos1	42.8427512316473	0.22666666666666666	0.4823529411764706	0.25568627450980397	NA	TRUE	TRUE
JU1793xJU2466 IV:10.02	JU1793xJU2466	IV	10.017997	mig6	72.7387990332125	0.2191780821917808	0.7681159420289855	0.5489378598372047	NA	TRUE	TRUE
JU1793xJU2466 IV:10.02	JU1793xJU2466	IV	10.017997	pos1	29.0177016489423	0.2191780821917808	0.5185185185185185	0.2993404363267377	NA	TRUE	TRUE
JU1793xJU2466 V:0.28	JU1793xJU2466	V	0.284869	mig6	30.6568127687936	0.4103641456582633	0.6597131681877445	0.2493490225294812	NA	TRUE	TRUE
JU1793xJU2466 V:0.28	JU1793xJU2466	V	0.284869	pos1	0	0.4103641456582633	0.37082601054481545	-0.039538135113447836	NA	FALSE	FALSE
JU1793xJU2466 V:1.64	JU1793xJU2466	V	1.644894	mig6	28.6893534385864	0.4111111111111111	0.6658595641646489	0.25474845305353777	NA	TRUE	TRUE
JU1793xJU2466 V:1.64	JU1793xJU2466	V	1.644894	pos1	0.837440489990539	0.4111111111111111	0.38513513513513514	-0.02597597597597595	NA	FALSE	FALSE
JU1793xJU2466 V:2.94	JU1793xJU2466	V	2.94	mig6	29.7503847616111	0.30792017461802307	0.4931575433911882	0.18523736877316516	NA	TRUE	TRUE
JU1793xJU2466 V:2.94	JU1793xJU2466	V	2.94	pos1	0	0.30792017461802307	0.23706614276358873	-0.07085403185443434	NA	FALSE	FALSE
JU1793xJU2466 V:3.98	JU1793xJU2466	V	3.982749	mig6	19.5829406129204	0.33642261353104724	0.5572164948453608	0.2207938813143136	NA	TRUE	TRUE
JU1793xJU2466 V:3.98	JU1793xJU2466	V	3.982749	pos1	0.341819758372084	0.33642261353104724	0.3140214216163583	-0.022401191914688923	NA	FALSE	FALSE
JU1793xJU2466 V:6.36	JU1793xJU2466	V	6.364073	mig6	4.61367665645204	0.2844650205761317	0.33185840707964603	0.04739338650351432	NA	TRUE	FALSE
JU1793xJU2466 V:6.36	JU1793xJU2466	V	6.364073	pos1	1.98073510084874	0.2844650205761317	0.18808567603748327	-0.09637934453864844	NA	FALSE	FALSE
JU1793xJU2466 V:8.53	JU1793xJU2466	V	8.526404	mig6	0.224017064032048	0.23061224489795917	0.2951167728237792	0.06450452792582001	NA	FALSE	FALSE
JU1793xJU2466 V:8.53	JU1793xJU2466	V	8.526404	pos1	3.90955744761023	0.23061224489795917	0.1411764705882353	-0.08943577430972388	NA	TRUE	FALSE
JU1793xJU2466 V:10.23	JU1793xJU2466	V	10.22729	mig6	0.466667691196087	0.25510204081632654	0.2815884476534296	0.02648640683710307	NA	FALSE	FALSE
JU1793xJU2466 V:10.23	JU1793xJU2466	V	10.22729	pos1	4.70177680133584	0.25510204081632654	0.12915129151291513	-0.1259507493034114	NA	TRUE	TRUE
JU1793xJU2466 V:12.91	JU1793xJU2466	V	12.909409	mig6	0.0896690584671928	0.17204301075268819	0.19672131147540983	0.024678300722721647	NA	FALSE	FALSE
JU1793xJU2466 V:12.91	JU1793xJU2466	V	12.909409	pos1	4.55833246735087	0.17204301075268819	0.0975609756097561	-0.07448203514293208	NA	TRUE	FALSE
JU1793xJU2466 V:14.53	JU1793xJU2466	V	14.534981	mig6	2.61046950120781	0.15025785278949835	0.09100585417775413	-0.059251998611744225	NA	FALSE	FALSE
JU1793xJU2466 V:14.53	JU1793xJU2466	V	14.534981	pos1	5.50079307357239	0.15025785278949835	0.0831031885513432	-0.06715466423815515	NA	TRUE	FALSE
JU1793xJU2466 X:5.86	JU1793xJU2466	X	5.859676	mig6	663.16735369776	0.07854251012145749	0.8957836117740652	0.8172411016526077	NA	TRUE	TRUE
JU1793xJU2466 X:5.86	JU1793xJU2466	X	5.859676	pos1	5.33072405988299	0.07854251012145749	0.1566265060240964	0.0780839959026389	NA	TRUE	FALSE
JU1793xJU2466 X:7.15	JU1793xJU2466	X	7.151301	mig6	797.961752045621	0.0847457627118644	0.9208809135399674	0.836135150828103	NA	TRUE	TRUE
JU1793xJU2466 X:7.15	JU1793xJU2466	X	7.151301	pos1	8.88024853251707	0.0847457627118644	0.21417445482866043	0.12942869211679603	NA	TRUE	TRUE
JU1793xJU2466 X:8.45	JU1793xJU2466	X	8.450967	mig6	569.121070421324	0.09859154929577464	0.8407643312101911	0.7421727819144165	NA	TRUE	TRUE
JU1793xJU2466 X:8.45	JU1793xJU2466	X	8.450967	pos1	5.62499769799686	0.09859154929577464	0.17435158501440923	0.07576003571863459	NA	TRUE	FALSE
JU1793xJU2466 X:9.70	JU1793xJU2466	X	9.704382	mig6	469.865009605381	0.07317073170731707	0.8260869565217391	0.7529162248144221	NA	TRUE	TRUE
JU1793xJU2466 X:9.70	JU1793xJU2466	X	9.704382	pos1	6.41217361888448	0.07317073170731707	0.2857142857142857	0.21254355400696862	NA	TRUE	TRUE
JU1793xJU2466 X:10.85	JU1793xJU2466	X	10.85196	mig6	313.752613333429	0.10091743119266056	0.7472527472527473	0.6463353160600867	NA	TRUE	TRUE
JU1793xJU2466 X:10.85	JU1793xJU2466	X	10.85196	pos1	4.41192081254717	0.10091743119266056	0.2948717948717949	0.19395436367913432	NA	TRUE	TRUE
N2xXZ1516 I:0.80	N2xXZ1516	I	0.80431	mig6	249.208735382593	0.6349799965211341	0.4026463819994886	-0.23233361452164553	-0.2145225820934185	TRUE	TRUE
N2xXZ1516 I:0.80	N2xXZ1516	I	0.80431	par1	0.464309623972183	0.6349799965211341	0.6211171843754166	-0.013862812145717496	0.019302858129666145	FALSE	FALSE
N2xXZ1516 I:0.80	N2xXZ1516	I	0.80431	pos1	2.54450368290168	0.6349799965211341	0.6103092783505155	-0.02467071817061861	NA	FALSE	FALSE
N2xXZ1516 I:0.80	N2xXZ1516	I	0.80431	rpn12	0.278391115003182	0.6349799965211341	0.6358267716535433	8.46775132409161e-4	-0.021269167864441774	FALSE	FALSE
N2xXZ1516 I:0.80	N2xXZ1516	I	0.80431	vha5	20.5468751278473	0.6349799965211341	0.5456419316843345	-0.08933806483679962	NA	TRUE	FALSE
N2xXZ1516 I:1.88	N2xXZ1516	I	1.876106	mig6	728.154219694012	0.7248387727183897	0.31454331634653077	-0.41029545637185894	-0.3847632834874976	TRUE	TRUE
N2xXZ1516 I:1.88	N2xXZ1516	I	1.876106	par1	17.2024825431874	0.7248387727183897	0.6479673107555924	-0.07687146196279726	-0.01999487889343532	TRUE	FALSE
N2xXZ1516 I:1.88	N2xXZ1516	I	1.876106	pos1	0.00508726343387804	0.7248387727183897	0.7249083816053907	6.960888700102696e-5	NA	FALSE	FALSE
N2xXZ1516 I:1.88	N2xXZ1516	I	1.876106	rpn12	0.460521379065103	0.7248387727183897	0.7148650214343645	-0.009973751284025223	-0.022372643753772126	FALSE	FALSE
N2xXZ1516 I:1.88	N2xXZ1516	I	1.876106	vha5	29.3327399216215	0.7248387727183897	0.6022067363530779	-0.12263203636531184	NA	TRUE	TRUE
N2xXZ1516 I:2.37	N2xXZ1516	I	2.366217	mig6	345.487437430791	0.7931317553700916	0.5484341567788368	-0.24469759859125484	-0.284705426077998	TRUE	TRUE
N2xXZ1516 I:2.37	N2xXZ1516	I	2.366217	par1	18.4295575192102	0.7931317553700916	0.7468858484786604	-0.046245906891431265	-0.0030832792658536112	TRUE	FALSE
N2xXZ1516 I:2.37	N2xXZ1516	I	2.366217	pos1	0	0.7931317553700916	0.7987632508833922	0.005631495513300555	NA	FALSE	FALSE
N2xXZ1516 I:2.37	N2xXZ1516	I	2.366217	rpn12	3.43541943482744	0.7931317553700916	0.7660566917832795	-0.02707506358681211	-0.018029359737186668	FALSE	FALSE
N2xXZ1516 I:2.37	N2xXZ1516	I	2.366217	vha5	45.6014819346065	0.7931317553700916	0.6666666666666666	-0.126465088703425	NA	TRUE	TRUE
N2xXZ1516 I:2.99	N2xXZ1516	I	2.985172	mig6	153.816063745944	0.8325332493901	0.6909860710560226	-0.14154717833407737	-0.21204267334054538	TRUE	TRUE
N2xXZ1516 I:2.99	N2xXZ1516	I	2.985172	par1	8.77023009960275	0.8325332493901	0.7966401414677277	-0.035893107922372325	7.473192863204359e-4	TRUE	FALSE
N2xXZ1516 I:2.99	N2xXZ1516	I	2.985172	pos1	1.54737546360619	0.8325332493901	0.8629189399844115	0.03038569059431151	NA	FALSE	FALSE
N2xXZ1516 I:2.99	N2xXZ1516	I	2.985172	rpn12	0.640566804283412	0.8325332493901	0.8307475317348378	-0.0017857176552621423	-0.010778106172130375	FALSE	FALSE
N2xXZ1516 I:2.99	N2xXZ1516	I	2.985172	vha5	28.9515444191855	0.8325332493901	0.7220950928044749	-0.11043815658562506	NA	TRUE	TRUE
N2xXZ1516 I:6.62	N2xXZ1516	I	6.624546	mig6	0.472241585746785	0.9288596902862506	0.9197150896939852	-0.009144600592265406	-0.0325207844763844	FALSE	FALSE
N2xXZ1516 I:6.62	N2xXZ1516	I	6.624546	par1	51.3220161359545	0.9288596902862506	0.8593045471914406	-0.06955514309481003	-0.015387579165362264	TRUE	FALSE
N2xXZ1516 I:6.62	N2xXZ1516	I	6.624546	pos1	0.111505453081803	0.9288596902862506	0.9180582061068703	-0.010801484179380316	NA	FALSE	FALSE
N2xXZ1516 I:6.62	N2xXZ1516	I	6.624546	rpn12	5.08409060571732	0.9288596902862506	0.9297260273972603	8.663371110096962e-4	-0.026475762256027435	TRUE	FALSE
N2xXZ1516 I:6.62	N2xXZ1516	I	6.624546	vha5	39.028678698861	0.9288596902862506	0.8401875901875901	-0.08867210009866044	NA	TRUE	FALSE
N2xXZ1516 I:7.82	N2xXZ1516	I	7.824981	mig6	1.24759220577465	0.9326382592928377	0.9231835603033516	-0.009454698989486143	-0.031173487093743124	FALSE	FALSE
N2xXZ1516 I:7.82	N2xXZ1516	I	7.824981	par1	75.9828524655012	0.9326382592928377	0.8581549705421732	-0.07448328875066457	-0.01413988037953473	TRUE	FALSE
N2xXZ1516 I:7.82	N2xXZ1516	I	7.824981	pos1	0	0.9326382592928377	0.9479678695600048	0.01532961026716706	NA	FALSE	FALSE
N2xXZ1516 I:7.82	N2xXZ1516	I	7.824981	rpn12	16.5064482737413	0.9326382592928377	0.8992238033635187	-0.03341445592931902	-0.038567312289272015	TRUE	FALSE
N2xXZ1516 I:7.82	N2xXZ1516	I	7.824981	vha5	45.8611767971774	0.9326382592928377	0.8310991957104558	-0.10153906358238196	NA	TRUE	TRUE
N2xXZ1516 I:9.63	N2xXZ1516	I	9.625037	mig6	2.6884595069623902	0.9170584916306188	0.908990763494619	-0.008067728135999763	-0.04144488654416545	FALSE	FALSE
N2xXZ1516 I:9.63	N2xXZ1516	I	9.625037	par1	83.6503777847494	0.9170584916306188	0.8332927916970729	-0.08376569993354588	-5.660380173451163e-4	TRUE	FALSE
N2xXZ1516 I:9.63	N2xXZ1516	I	9.625037	pos1	0.00129784775107802	0.9170584916306188	0.9383764312363309	0.021317939605712044	NA	FALSE	FALSE
N2xXZ1516 I:9.63	N2xXZ1516	I	9.625037	rpn12	15.6893511827783	0.9170584916306188	0.9038705137227304	-0.013187977907888393	-0.016314446081312273	TRUE	FALSE
N2xXZ1516 I:9.63	N2xXZ1516	I	9.625037	vha5	34.8006473210205	0.9170584916306188	0.8553994082840237	-0.06165908334659509	NA	TRUE	FALSE
N2xXZ1516 I:11.58	N2xXZ1516	I	11.584779	mig6	19.981213666519	0.8799608035276825	0.8664297658862876	-0.01353103764139485	-0.0386834915926465	TRUE	FALSE
N2xXZ1516 I:11.58	N2xXZ1516	I	11.584779	par1	57.3054021255205	0.8799608035276825	0.8258449788755281	-0.054115824652154365	-0.02844937398449232	TRUE	FALSE
N2xXZ1516 I:11.58	N2xXZ1516	I	11.584779	pos1	5.48584100610325	0.8799608035276825	0.948449401523395	0.0684885979957125	NA	TRUE	FALSE
N2xXZ1516 I:11.58	N2xXZ1516	I	11.584779	rpn12	11.3347272247073	0.8799608035276825	0.8622317280035401	-0.01772907552414238	-0.04254100220199042	TRUE	FALSE
N2xXZ1516 I:11.58	N2xXZ1516	I	11.584779	vha5	26.061288817124	0.8799608035276825	0.8302530055625337	-0.04970779796514879	NA	TRUE	FALSE
N2xXZ1516 I:12.54	N2xXZ1516	I	12.544783	mig6	36.1549695107103	0.8358299707036648	0.7394700253537254	-0.09635994534993941	-0.05691451064330022	TRUE	FALSE
N2xXZ1516 I:12.54	N2xXZ1516	I	12.544783	par1	38.1919665903216	0.8358299707036648	0.7582829664269644	-0.07754700427670047	0.011115975821726076	TRUE	FALSE
N2xXZ1516 I:12.54	N2xXZ1516	I	12.544783	pos1	0.0693682149079491	0.8358299707036648	0.824978358385142	-0.01085161231852283	NA	FALSE	FALSE
N2xXZ1516 I:12.54	N2xXZ1516	I	12.544783	rpn12	11.1121598791399	0.8358299707036648	0.8100963452504181	-0.025733625453246756	-0.037656089395226244	TRUE	FALSE
N2xXZ1516 I:12.54	N2xXZ1516	I	12.544783	vha5	48.4798709683445	0.8358299707036648	0.6993464052287581	-0.1364835654749067	NA	TRUE	TRUE
N2xXZ1516 I:13.91	N2xXZ1516	I	13.905221	mig6	37.9352124136578	0.7072662557513673	0.625572996249479	-0.08169325950188822	-0.0468287965239329	TRUE	FALSE
N2xXZ1516 I:13.91	N2xXZ1516	I	13.905221	par1	45.8412698521635	0.7072662557513673	0.6148339245404708	-0.09243233121089645	0.007267940080718738	TRUE	FALSE
N2xXZ1516 I:13.91	N2xXZ1516	I	13.905221	pos1	19.7036126449266	0.7072662557513673	0.7791658063183977	0.07189955056703046	NA	TRUE	FALSE
N2xXZ1516 I:13.91	N2xXZ1516	I	13.905221	rpn12	13.3487868166391	0.7072662557513673	0.6664486592544147	-0.0408175964969526	-0.019974900242625493	TRUE	FALSE
N2xXZ1516 I:13.91	N2xXZ1516	I	13.905221	vha5	37.5481529737195	0.7072662557513673	0.6094294133404768	-0.09783684241089041	NA	TRUE	FALSE
N2xXZ1516 I:15.07	N2xXZ1516	I	15.068446	mig6	7.71790660567804	0.7137233714109293	0.7040176114474408	-0.009705759963488547	-0.012671897719511493	TRUE	FALSE
N2xXZ1516 I:15.07	N2xXZ1516	I	15.068446	par1	8.1367870230025	0.7137233714109293	0.6772531702898551	-0.03647020112107424	-0.02108834834339335	TRUE	FALSE
N2xXZ1516 I:15.07	N2xXZ1516	I	15.068446	pos1	15.4942560388308	0.7137233714109293	0.7662799559657888	0.052556584554859453	NA	TRUE	FALSE
N2xXZ1516 I:15.07	N2xXZ1516	I	15.068446	rpn12	0.417325004989488	0.7137233714109293	0.7273911910346625	0.013667819623733202	-0.021037149265996535	FALSE	FALSE
N2xXZ1516 I:15.07	N2xXZ1516	I	15.068446	vha5	1.10547801572577	0.7137233714109293	0.6923076923076923	-0.02141567910323705	NA	FALSE	FALSE
N2xXZ1516 II:1.57	N2xXZ1516	II	1.56503	mig6	2.00494722322046	0.7165323316649534	0.7011472234638061	-0.015385108201147357	-0.03222215119574823	FALSE	FALSE
N2xXZ1516 II:1.57	N2xXZ1516	II	1.56503	par1	1.13517152800242	0.7165323316649534	0.6920023646651465	-0.024529966999806918	0.017108868904121444	FALSE	FALSE
N2xXZ1516 II:1.57	N2xXZ1516	II	1.56503	pos1	50.8450245917538	0.7165323316649534	0.6404901717530946	-0.07604215991185881	NA	TRUE	FALSE
N2xXZ1516 II:1.57	N2xXZ1516	II	1.56503	rpn12	0	0.7165323316649534	0.7046080411235542	-0.011924290541399207	-0.018100199353602076	FALSE	FALSE
N2xXZ1516 II:1.57	N2xXZ1516	II	1.56503	vha5	4.22783995192376	0.7165323316649534	0.6511332137616175	-0.06539911790333597	NA	TRUE	FALSE
N2xXZ1516 II:3.71	N2xXZ1516	II	3.705031	mig6	98.7573301866509	0.6605317237724729	0.5152771890430419	-0.14525453472943106	-0.12734934408086818	TRUE	TRUE
N2xXZ1516 II:3.71	N2xXZ1516	II	3.705031	par1	0.189863932245236	0.6605317237724729	0.6396876070122726	-0.02084411676020037	-0.02351053584635765	FALSE	FALSE
N2xXZ1516 II:3.71	N2xXZ1516	II	3.705031	pos1	148.435416653047	0.6605317237724729	0.42109227871939736	-0.23943944505307557	NA	TRUE	TRUE
N2xXZ1516 II:3.71	N2xXZ1516	II	3.705031	rpn12	17.1888722941062	0.6605317237724729	0.5615279616148247	-0.09900376215764828	-0.03559666107129522	TRUE	FALSE
N2xXZ1516 II:3.71	N2xXZ1516	II	3.705031	vha5	9.83586380435771	0.6605317237724729	0.5944879972732142	-0.06604372649925871	NA	TRUE	FALSE
N2xXZ1516 II:4.80	N2xXZ1516	II	4.800508	mig6	26.6200169669203	0.4346390168970814	0.37060453221567097	-0.06403448468141043	-0.10097754986025725	TRUE	FALSE
N2xXZ1516 II:4.80	N2xXZ1516	II	4.800508	par1	21.3587720734031	0.4346390168970814	0.5022962865765648	0.06765726967948338	-0.0022083249150735007	TRUE	FALSE
N2xXZ1516 II:4.80	N2xXZ1516	II	4.800508	pos1	25.8147127491291	0.4346390168970814	0.3585553705245629	-0.07608364637251852	NA	TRUE	FALSE
N2xXZ1516 II:4.80	N2xXZ1516	II	4.800508	rpn12	0.214131567085683	0.4346390168970814	0.45098473113520693	0.01634571423812553	-0.005533016946838609	FALSE	FALSE
N2xXZ1516 II:4.80	N2xXZ1516	II	4.800508	vha5	10.6470101266626	0.4346390168970814	0.4998648283319816	0.0652258114349002	NA	TRUE	FALSE
N2xXZ1516 II:5.42	N2xXZ1516	II	5.415048	mig6	4.53563674144173	0.37257904693270877	0.3451792578645956	-0.02739978906811319	-0.08873526496451845	TRUE	FALSE
N2xXZ1516 II:5.42	N2xXZ1516	II	5.415048	par1	37.3384546549448	0.37257904693270877	0.4783728115345005	0.10579376460179174	-0.0013214493677272676	TRUE	TRUE
N2xXZ1516 II:5.42	N2xXZ1516	II	5.415048	pos1	9.29800529129899	0.37257904693270877	0.32237719830200123	-0.050201848630707535	NA	TRUE	FALSE
N2xXZ1516 II:5.42	N2xXZ1516	II	5.415048	rpn12	11.0046793520613	0.37257904693270877	0.43586438055949467	0.0632853336267859	-0.013267887352002183	TRUE	FALSE
N2xXZ1516 II:5.42	N2xXZ1516	II	5.415048	vha5	18.4869002367041	0.37257904693270877	0.4873194221508828	0.11474037521817404	NA	TRUE	TRUE
N2xXZ1516 II:5.94	N2xXZ1516	II	5.94488	mig6	9.18097550653625	0.346646407640547	0.3035866780529462	-0.04305972958760079	-0.04882956569876118	TRUE	FALSE
N2xXZ1516 II:5.94	N2xXZ1516	II	5.94488	par1	45.6827288034722	0.346646407640547	0.46270048489369636	0.11605407725314937	0.03384659083151342	TRUE	TRUE
N2xXZ1516 II:5.94	N2xXZ1516	II	5.94488	pos1	7.38909550347079	0.346646407640547	0.3174465626805315	-0.029199844960015486	NA	TRUE	FALSE
N2xXZ1516 II:5.94	N2xXZ1516	II	5.94488	rpn12	4.29825370121554	0.346646407640547	0.379045996592845	0.032399588952298	0.044477625116915	TRUE	FALSE
N2xXZ1516 II:5.94	N2xXZ1516	II	5.94488	vha5	16.8422872445893	0.346646407640547	0.4516843971631206	0.1050379895225736	NA	TRUE	TRUE
N2xXZ1516 II:7.20	N2xXZ1516	II	7.195035	mig6	0.502728298016589	0.31513787281935846	0.29202436998061476	-0.023113502838743694	-0.07028506512155558	FALSE	FALSE
N2xXZ1516 II:7.20	N2xXZ1516	II	7.195035	par1	60.7038571883718	0.31513787281935846	0.4430474293539151	0.12790955653455666	-0.017026321724041504	TRUE	TRUE
N2xXZ1516 II:7.20	N2xXZ1516	II	7.195035	pos1	37.5300174130716	0.31513787281935846	0.25488300135370334	-0.06025487146565511	NA	TRUE	FALSE
N2xXZ1516 II:7.20	N2xXZ1516	II	7.195035	rpn12	1.91570336200818	0.31513787281935846	0.3228170160797883	0.007679143260429844	-0.011994581837545037	FALSE	FALSE
N2xXZ1516 II:7.20	N2xXZ1516	II	7.195035	vha5	35.2893385689154	0.31513787281935846	0.4278230500582072	0.11268517723884874	NA	TRUE	TRUE
N2xXZ1516 II:8.12	N2xXZ1516	II	8.124776	mig6	2.566665967471	NA	NA	NA	NA	FALSE	FALSE
