cross	contrast	pair	pool.a	pool.b	chrom	peak.Mb	peak.LOD	lcon.Mb	rcon.Mb	width.kb	peak.rank	contrast.beta	z	f1.a	f1.b	dfreq	n.markers.window	depth.a	depth.b	trough.LOD	separated	other.cross	other.LOD.at.peak	other.peak.Mb	other.peak.LOD	shared	shared.suggestive	drawn.in.figure2
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	I	2.105052	7.78227236173891	2.084874	2.155055	70.181	2	-0.0829258719433519	-6.09834173706294	0.8365966536133855	0.9514321295143213	-0.11483547590093579	273	2809	2409	4.80579434171946	FALSE	N2xXZ1516	0	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	I	15.05949	4.21491443305832	15.05949	15.05949	0	3	-0.101449390807144	-4.55367920106656	0.2702702702702703	0.42857142857142855	-0.15830115830115826	5	74	63	0	TRUE	N2xXZ1516	15.4270401906065	15.068446	15.4942560388308	TRUE	FALSE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	I	9.149039	3.62215676668062	8.781956	9.525553	743.597	4	0.104157345620545	4.24239253976609	0.47058823529411764	0.2777777777777778	0.19281045751633985	1	17	18	0	TRUE	N2xXZ1516	0.00661950006148577	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	II	15.242948	7.21469967229924	15.242948	15.242948	0	1	-0.132307048835903	-5.87992248033661	0.16	0.4117647058823529	-0.2517647058823529	1	25	17	NA	TRUE	N2xXZ1516	6.10976589378276	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	II	3.523741	6.07293461686198	3.174848	3.865257	690.409	2	-0.12482099488305	-5.41379068159913	0.2607758620689655	0.37525150905432597	-0.11447564698536045	219	2320	1988	0.0687549214080076	TRUE	N2xXZ1516	125.265693294034	3.705031	148.435416653047	TRUE	FALSE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	II	2.016015	4.0695616910056	2.016015	2.016015	0	3	-0.102113742232583	-4.47937129000767	0.35714285714285715	0.2727272727272727	0.08441558441558444	2	28	22	4.0695616910056	FALSE	N2xXZ1516	16.4518501705347	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	III	13.783557	139.716308730875	13.734748	13.783557	48.809	1	-0.524603889936353	-25.3929425531236	0.36650082918739635	0.7820267686424475	-0.4155259394550511	45	603	523	NA	TRUE	N2xXZ1516	521.622775199519	NA	NA	FALSE	TRUE	TRUE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	III	12.734366	51.2646721933105	12.684912	12.734366	49.454	2	-0.355182145375933	-15.4098362103708	0.35810034469551894	0.7554129911788292	-0.39731264648331027	307	2611	2494	51.2646721933105	FALSE	N2xXZ1516	460.501287418142	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	III	11.683903	18.7051626041984	11.60988	11.683903	74.023	3	-0.224969535037022	-9.35474783511369	0.39594843462246776	0.6565656565656566	-0.2606172219431888	113	1086	891	18.7051626041984	FALSE	N2xXZ1516	59.9675198304635	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	IV	6.418023	56.7000979266205	5.103645	7.294613	2190.968	1	-0.369574186242409	-16.201686926153	0.18032786885245902	0.6086956521739131	-0.4283677833214541	6	61	46	NA	TRUE	N2xXZ1516	2.09062531022643	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	IV	4.099969	44.611538656951	3.919624	4.099969	180.345	2	-0.327325997037055	-14.3813557242312	0.14250513347022586	0.35697808535178777	-0.2144729518815619	211	2435	1734	44.611538656951	FALSE	N2xXZ1516	0	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	IV	8.300943	43.5438971916936	8.300943	8.583423	282.48	3	-0.327843804583368	-14.2093828915841	0.18867924528301888	0.5916666666666667	-0.4029874213836478	7	106	120	43.5438971916936	FALSE	N2xXZ1516	15.4903118090576	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	IV	2.918188	32.7503001743068	2.823217	2.918188	94.971	4	-0.276927379495395	-12.3368563990448	0.1977818853974122	0.43956953642384106	-0.24178765102642885	332	3246	2416	32.7503001743068	FALSE	N2xXZ1516	7.57542913841567	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	IV	9.608475	31.4894705448683	9.608475	9.821459	212.984	5	-0.280538627231101	-12.0992289082015	0.3	0.5964912280701754	-0.2964912280701754	6	40	57	31.4894705448683	FALSE	N2xXZ1516	23.0781755227427	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	V	14.534981	5.50079307357239	14.255422	14.788011	532.589	1	0.0838441973958618	5.16432623199096	0.15025785278949835	0.0831031885513432	0.06715466423815515	296	4266	3983	NA	TRUE	N2xXZ1516	0	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	V	10.22729	4.70177680133584	9.82124	10.941706	1120.466	2	0.0926173149308985	4.79411636589139	0.25510204081632654	0.12915129151291513	0.1259507493034114	22	294	271	3.85203625042389	FALSE	N2xXZ1516	55.5002497637871	10.884782	74.7480108386512	TRUE	FALSE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	V	12.909409	4.55833246735087	12.50474	13.253845	749.105	3	0.0817450748180987	4.72455921608376	0.17204301075268819	0.0975609756097561	0.07448203514293208	52	651	574	4.53935051858347	FALSE	N2xXZ1516	0.564346715214232	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	V	8.526404	3.90955744761023	7.969537	8.804816	835.279	4	0.0894159311529789	4.39610552492804	0.23061224489795917	0.1411764705882353	0.08943577430972388	38	490	425	3.77625338137445	FALSE	N2xXZ1516	2.8409510307432	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	X	6.904461	9.35278886743547	6.674906	7.142634	467.728	1	-0.117695728907134	-6.66541425719172	0.08112582781456953	0.1931372549019608	-0.11201142708739126	101	1208	1020	NA	TRUE	N2xXZ1516	11.9517125654346	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	X	10.004523	6.78688868111096	9.739481	10.260533	521.052	2	-0.103413319650532	-5.70974591362339	0.06707317073170732	0.18253968253968253	-0.11546651180797521	12	164	126	5.27457775082737	FALSE	N2xXZ1516	150.375288985372	9.545363	159.312714940946	TRUE	FALSE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	X	8.145273	6.17692138324314	8.145273	8.310407	165.134	3	-0.094759788869757	-5.45789983637086	0.10269254852849093	0.17655172413793102	-0.0738591756094401	119	1597	1450	6.17692138324314	FALSE	N2xXZ1516	111.219438047701	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	ht115 vs pos1	ht115|pos1	ht115	pos1	X	5.67182	4.28888854676517	5.639863	5.67182	31.957	4	-0.0766451572723408	-4.59103025288804	0.08754863813229571	0.15219842164599776	-0.06464978351370204	85	1028	887	4.28888854676517	FALSE	N2xXZ1516	6.76851722652451	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	I	7.650855	16.5501052022681	7.184754	8.254409	1069.655	1	-0.20150442384502	-8.80823359933577	0.18181818181818182	0.5	-0.3181818181818182	1	11	12	NA	TRUE	N2xXZ1516	2.63119868629777	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	I	10.174743	16.1424971077828	9.606364	10.795983	1189.619	2	-0.199896802311886	-8.70100315276147	0.1724137931034483	0.22727272727272727	-0.05485893416927898	3	29	22	14.4289453824405	FALSE	N2xXZ1516	1.15640158356589	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	I	6.136668	11.619914781744	6.094854	6.136668	41.814	3	-0.173838431306722	-7.40767827654466	0.3448275862068966	0.4	-0.05517241379310345	2	29	20	11.619914781744	FALSE	N2xXZ1516	0.17324505923997	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	I	11.80058	7.60347796189264	11.80058	11.84029	39.71	4	-0.140653635418192	-6.03039287303225	0.23357335733573356	0.40903225806451615	-0.1754589007287826	187	2222	1550	7.60347796189264	FALSE	N2xXZ1516	78.9617514488314	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	I	2.554754	5.87361524865174	2.519746	2.585097	65.351	5	-0.0852909475518137	-5.3282171189843	0.8050213675213675	0.8992727272727272	-0.09425135975135968	305	3744	2750	0.39682791859026	TRUE	N2xXZ1516	319.920882294537	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	II	11.364085	15.5932656821912	10.839795	12.070056	1230.261	1	0.199032375805477	8.55438802986733	0.5183374083129584	0.22629969418960244	0.29203771412335594	38	409	327	NA	TRUE	N2xXZ1516	1.87493913859069	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	II	13.157629	12.647985231325	13.157629	13.38169	224.061	2	0.182957538932908	7.72075121254219	0.5833333333333334	0.35	0.2333333333333334	2	36	20	12.647985231325	FALSE	N2xXZ1516	1.15205207882038	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	II	9.834249	11.1055839020765	7.734814	9.834249	2099.435	3	0.170204774167585	7.24596874507013	0.4632495164410058	0.28754266211604096	0.17570685432496486	93	1034	1172	11.1055839020765	FALSE	N2xXZ1516	1.44005158055315	9.245649	28.0234426359724	TRUE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	II	0.024284	10.6518651605303	0.024284	0.09439	70.106	4	0.168107714594048	7.1002537249927	0.5135135135135135	0.3181818181818182	0.1953316953316953	3	37	44	1.56527498487468	TRUE	N2xXZ1516	31.6798954639986	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	II	6.734115	9.20470850023838	6.178811	6.734115	555.304	5	0.156183496188204	6.61402822642899	0.3989501312335958	0.32066508313539194	0.07828504809820386	34	381	421	9.20470850023838	FALSE	N2xXZ1516	1.24419273289111	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	III	0.644433	70.2087911260376	0.434455	0.881089	446.634	1	0.406214839611934	18.0195861928847	0.7294665537679932	0.3135775862068966	0.4158889675610966	198	2362	1856	NA	TRUE	N2xXZ1516	149.436105057857	0.427284	165.344064713778	TRUE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	III	13.163843	35.4698659391572	13.004364	13.315553	311.189	2	0.21812568508022	12.8344365753752	0.9488320355951056	0.7761194029850746	0.172712632610031	103	899	670	0.00848642171143103	TRUE	N2xXZ1516	48.2758313572152	13.404986	51.3242425632476	TRUE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	III	9.347177	31.68176956961	9.247976	9.435086	187.11	3	0.27943950810956403	12.1357721280828	0.7230769230769231	0.4596100278551532	0.26346689522176986	32	325	359	8.79916606236674	FALSE	N2xXZ1516	37.5846489057603	9.345268	37.5846489057603	TRUE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	III	11.486027	31.2971124092491	11.378274	11.615406	237.132	4	0.250257874236475	12.0625636705478	0.8605714285714285	0.6139613120269134	0.24661011654451515	153	1750	1189	8.79916606236674	FALSE	N2xXZ1516	2.31022941391973	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	III	1.885039	16.7033531760704	1.885039	1.94002	54.981	5	0.208617444446302	8.84821250170432	0.449655537890832	0.2796281951975213	0.1700273426933107	295	3774	2582	16.7033531760704	FALSE	N2xXZ1516	74.6991683803386	1.864968	74.7558470750422	TRUE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	IV	3.644934	17.5032821097865	3.56969	3.690012	120.322	1	0.213732749085802	9.05402821921046	0.7068482178614337	0.5286249331193151	0.17822328474211857	245	2497	1869	NA	TRUE	N2xXZ1516	0.20974553425442	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	IV	0.595002	15.5144874992846	0.369526	0.8153	445.774	2	0.203920905611539	8.5331517432298	0.48596605744125326	0.3083528493364559	0.17761320810479736	252	3064	2562	1.27813149219774	TRUE	N2xXZ1516	16.3384276847716	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	IV	5.723795	15.0146101500435	5.483934	5.91339	429.456	3	0.189192932591915	8.39714673222924	0.7787307032590052	0.6090225563909775	0.1697081468680277	49	583	532	9.61940735935049	FALSE	N2xXZ1516	31.5686284660709	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	IV	6.944529	11.157217611551	6.944529	7.170008	225.479	4	0.16427356390870201	7.26236565564061	0.9066666666666666	0.6792452830188679	0.22742138364779874	8	75	53	11.1271453931638	FALSE	N2xXZ1516	90.5296585822425	6.885054	91.0315177390947	TRUE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	IV	12.393385	11.1443630232158	12.336327	12.532838	196.511	5	0.177226237933213	7.25828699436454	0.6134020618556701	0.48148148148148145	0.1319205803741887	41	582	486	3.0056546435741	TRUE	N2xXZ1516	0	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	V	1.665116	39.5709605655506	1.514844	1.745467	230.623	1	0.319667558712372	13.5502710120771	0.6679931779420125	0.3804130579613591	0.2875801199806534	152	1759	1501	NA	TRUE	N2xXZ1516	33.3985244866791	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	V	3.764915	32.724269362689	3.729441	3.805612	76.171	2	0.290027896720701	12.3319966964444	0.5383634044104246	0.28889404127057733	0.2494693631398473	397	5487	4313	0.14339643993299	TRUE	N2xXZ1516	112.319476023451	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	V	0.325171	28.128632879499	0.224589	0.405671	181.082	3	0.273788866012016	11.4417230652356	0.6740654205607477	0.38803418803418804	0.28603123252655965	68	856	585	20.9148719792998	FALSE	N2xXZ1516	17.0635409466068	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	V	7.044916	13.272137560046	6.924969	7.140286	215.317	4	0.175227365683931	7.90476592480817	0.36049723756906077	0.19206349206349208	0.1684337455055687	62	724	630	7.14925514443807	FALSE	N2xXZ1516	114.251122750213	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	V	10.019332	11.9251166332279	9.930682	10.091393	160.711	5	0.153020605445831	7.5019856299308	0.34509803921568627	0.13333333333333333	0.21176470588235294	20	255	270	1.82783403087285	TRUE	N2xXZ1516	234.003911822698	NA	NA	FALSE	TRUE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	X	5.955109	361.427266000544	5.659315	6.24115	581.835	1	0.713024455707018	40.8144525027548	0.9056	0.16923076923076924	0.7363692307692307	65	625	650	NA	TRUE	N2xXZ1516	10.5454982650418	NA	NA	FALSE	TRUE	TRUE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	X	7.244981	358.453995553469	7.244981	7.695272	450.291	2	0.709848598718432	40.6463665018647	0.9047085201793722	0.21363910681955342	0.6910694133598188	159	1784	1657	329.127794278073	FALSE	N2xXZ1516	0.0190133194507118	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	X	8.700275	297.275008790549	8.700275	9.235014	534.739	3	0.678205771626823	37.018742441797	0.8922345483359746	0.20817843866171004	0.6840561096742646	63	631	538	297.275008790549	FALSE	N2xXZ1516	0.0796319928713878	NA	NA	FALSE	FALSE	FALSE
JU1793xJU2466	mig6 vs pos1	mig6|pos1	mig6	pos1	X	10.24165	207.470203348166	10.24165	10.383177	141.527	4	0.610515848683112	30.9325143485276	0.8613707165109035	0.16846986089644514	0.6929008556144584	63	642	647	207.470203348166	FALSE	N2xXZ1516	0	NA	NA	FALSE	FALSE	FALSE
